arm,run,catalyst,pathway,is_best,step_idx,parent,product,rule,n_electrons,delta_e,delta_zpe,delta_ts,dG0,U_onset,feasible,pathway_idx
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9943,-0.098,-0.2716,2.1679,-999.0,False,23
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4511,0.1702,-0.1838,-0.0971,-999.0,False,23
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,2,*OOHOH,*OOH,bond_dissociation,0,-2.1479,0.0837,0.3217,-2.3859,-999.0,False,23
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,3,*OOH,*O,bond_dissociation,0,-2.313,0.0707,0.2199,-2.4621,-999.0,False,23
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,4,*O,*OH,protonation,-1,-0.5753,0.1478,-0.1623,-0.2652,-999.0,False,23
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1369,0.1366,-0.1353,-0.8649,-999.0,False,23
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,6,*H2O,*,product_desorption,0,0.4122,-0.0613,0.437,-0.0862,-999.0,False,23
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9943,-0.098,-0.2716,2.1679,-999.0,False,24
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4511,0.1702,-0.1838,-0.0971,-999.0,False,24
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,2,*OOHOH,*OOH,desorption,0,-2.1479,0.0837,0.3217,-2.3859,-999.0,False,24
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,3,*OOH,*O,dehydroxylation,0,-2.313,0.0707,0.2199,-2.4621,-999.0,False,24
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,4,*O,*OH,protonation,-1,-0.5753,0.1478,-0.1623,-0.2652,-999.0,False,24
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1369,0.1366,-0.1353,-0.8649,-999.0,False,24
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,6,*H2O,*,product_desorption,0,0.4122,-0.0613,0.437,-0.0862,-999.0,False,24
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9943,-0.098,-0.2716,2.1679,-999.0,False,25
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4511,0.1702,-0.1838,-0.0971,-999.0,False,25
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,2,*OOHOH,*OOH,desorption,0,-2.1479,0.0837,0.3217,-2.3859,-999.0,False,25
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,3,*OOH,*O,bond_dissociation,0,-2.313,0.0707,0.2199,-2.4621,-999.0,False,25
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,4,*O,*OH,protonation,-1,-0.5753,0.1478,-0.1623,-0.2652,-999.0,False,25
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1369,0.1366,-0.1353,-0.8649,-999.0,False,25
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,6,*H2O,*,product_desorption,0,0.4122,-0.0613,0.437,-0.0862,-999.0,False,25
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9943,-0.098,-0.2716,2.1679,-999.0,False,26
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,1,*OOOH,*OOH,bond_dissociation,0,-2.599,0.2539,0.1379,-2.483,-999.0,False,26
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,2,*OOH,*OOH2,protonation,-1,-0.7223,0.1475,-0.1267,-0.4481,-999.0,False,26
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,3,*OOH2,*O,bond_dissociation,0,-1.5907,-0.0768,0.3465,-2.014,-999.0,False,26
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,4,*O,*OH,protonation,-1,-0.5753,0.1478,-0.1623,-0.2652,-999.0,False,26
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1369,0.1366,-0.1353,-0.8649,-999.0,False,26
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,6,*H2O,*,product_desorption,0,0.4122,-0.0613,0.437,-0.0862,-999.0,False,26
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9943,-0.098,-0.2716,2.1679,-999.0,False,27
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,1,*OOOH,*OOH,bond_dissociation,0,-2.599,0.2539,0.1379,-2.483,-999.0,False,27
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,2,*OOH,*OOH2,protonation,-1,-0.7223,0.1475,-0.1267,-0.4481,-999.0,False,27
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,3,*OOH2,*O,desorption,0,-1.5907,-0.0768,0.3465,-2.014,-999.0,False,27
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,4,*O,*OH,protonation,-1,-0.5753,0.1478,-0.1623,-0.2652,-999.0,False,27
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1369,0.1366,-0.1353,-0.8649,-999.0,False,27
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOH2 → *O → *OH → *H2O → *,False,6,*H2O,*,product_desorption,0,0.4122,-0.0613,0.437,-0.0862,-999.0,False,27
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9943,-0.098,-0.2716,2.1679,-999.0,False,28
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,1,*OOOH,*OOH,bond_dissociation,0,-2.599,0.2539,0.1379,-2.483,-999.0,False,28
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,2,*OOH,*OOHOH,hydroxylation,1,2.1479,-0.0837,-0.3217,2.3859,-999.0,False,28
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,3,*OOHOH,*O,desorption,0,-4.4608,0.1544,0.5415,-4.848,-999.0,False,28
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,4,*O,*OH,protonation,-1,-0.5753,0.1478,-0.1623,-0.2652,-999.0,False,28
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1369,0.1366,-0.1353,-0.8649,-999.0,False,28
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,6,*H2O,*,product_desorption,0,0.4122,-0.0613,0.437,-0.0862,-999.0,False,28
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9943,-0.098,-0.2716,2.1679,-999.0,False,29
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,1,*OOOH,*OOH,bond_dissociation,0,-2.599,0.2539,0.1379,-2.483,-999.0,False,29
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,2,*OOH,*OOHOH,hydroxylation,1,2.1479,-0.0837,-0.3217,2.3859,-999.0,False,29
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,3,*OOHOH,*O,bond_dissociation,0,-4.4608,0.1544,0.5415,-4.848,-999.0,False,29
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,4,*O,*OH,protonation,-1,-0.5753,0.1478,-0.1623,-0.2652,-999.0,False,29
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1369,0.1366,-0.1353,-0.8649,-999.0,False,29
deepseek-v3,10766648,Pt(111)_ORR,*OO → *OOOH → *OOH → *OOHOH → *O → *OH → *H2O → *,False,6,*H2O,*,product_desorption,0,0.4122,-0.0613,0.437,-0.0862,-999.0,False,29
deepseek-v3,10766649,Pt(111)_HER,* → *H → *,False,0,*,*H,protonation,-1,-0.4332,0.047,-0.1726,-0.2137,-999.0,False,0
deepseek-v3,10766649,Pt(111)_HER,* → *H → *,False,1,*H,*,deprotonation,1,0.4332,-0.047,0.1726,0.2137,-999.0,False,0
deepseek-v3,10766649,Pt(111)_HER,* → *H → *H2 → *,True,0,*,*H,protonation,-1,-0.4332,0.047,-0.1726,-0.2137,0.1458,True,1
deepseek-v3,10766649,Pt(111)_HER,* → *H → *H2 → *,True,1,*H,*H2,protonation,-1,-0.3271,-0.01,-0.1913,-0.1458,0.1458,True,1
deepseek-v3,10766649,Pt(111)_HER,* → *H → *H2 → *,True,2,*H2,*,product_desorption,0,0.7603,-0.037,0.3638,0.3594,0.1458,True,1
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *COOH → *CO → *,True,0,*CO2,*COOH,protonation,-1,0.3652,0.151,-0.2207,0.7369,-0.7369,True,0
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *COOH → *CO → *,True,1,*COOH,*CO,reductive_dehydration,-1,-0.1996,0.0141,0.2739,-0.4594,-0.7369,True,0
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *COOH → *CO → *,True,2,*CO,*,desorption,0,0.7532,-0.0553,0.4397,0.2582,-0.7369,True,0
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *CO → *,False,0,*CO2,*CO2OH,hydroxylation,1,0.4794,-0.0145,-0.3291,0.7941,-999.0,False,1
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *CO → *,False,1,*CO2OH,*COOH,bond_dissociation,0,-0.1142,0.1655,0.1084,-0.0571,-999.0,False,1
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *CO → *,False,2,*COOH,*CO,reductive_dehydration,-1,-0.1996,0.0141,0.2739,-0.4594,-999.0,False,1
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *CO → *,False,3,*CO,*,desorption,0,0.7532,-0.0553,0.4397,0.2582,-999.0,False,1
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *OCO → *COOH → *CO → *,False,0,*CO2,*OCO,bond_dissociation,0,2.364,-0.0371,-0.1068,2.4337,-999.0,False,2
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *OCO → *COOH → *CO → *,False,1,*OCO,*COOH,protonation,-1,-1.9988,0.1881,-0.1139,-1.6968,-999.0,False,2
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *OCO → *COOH → *CO → *,False,2,*COOH,*CO,reductive_dehydration,-1,-0.1996,0.0141,0.2739,-0.4594,-999.0,False,2
deepseek-v3,10766649,Au(110)_CO2RR,*CO2 → *OCO → *COOH → *CO → *,False,3,*CO,*,desorption,0,0.7532,-0.0553,0.4397,0.2582,-999.0,False,2
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *HOH → *,True,0,*OO,*OOH,protonation,-1,-0.6051,0.1559,-0.1356,-0.3136,-999.0,False,0
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *HOH → *,True,1,*OOH,*OOHOH,hydroxylation,1,2.1482,-0.0837,-0.3199,2.3845,-999.0,False,0
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *HOH → *,True,2,*OOHOH,*O,bond_dissociation,0,-4.4608,0.1544,0.5416,-4.848,-999.0,False,0
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *HOH → *,True,3,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,0
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *HOH → *,True,4,*OH,*HOH,protonation,-1,-1.1387,0.1379,-0.0596,-0.9412,-999.0,False,0
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *HOH → *,True,5,*HOH,*,product_desorption,0,0.4139,-0.0625,0.3611,-0.0097,-999.0,False,0
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.9949,-0.0984,-0.2717,2.1683,-999.0,False,1
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *HOH → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4518,0.1705,-0.1838,-0.0975,-999.0,False,1
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *HOH → *,False,2,*OOHOH,*O,bond_dissociation,0,-4.4608,0.1544,0.5416,-4.848,-999.0,False,1
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *HOH → *,False,3,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,1
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *HOH → *,False,4,*OH,*HOH,protonation,-1,-1.1387,0.1379,-0.0596,-0.9412,-999.0,False,1
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *HOH → *,False,5,*HOH,*,product_desorption,0,0.4139,-0.0625,0.3611,-0.0097,-999.0,False,1
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.9949,-0.0984,-0.2717,2.1683,-999.0,False,2
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4518,0.1705,-0.1838,-0.0975,-999.0,False,2
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,2,*OOHOH,*OOH,dehydroxylation,0,-2.1482,0.0837,0.3199,-2.3845,-999.0,False,2
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,3,*OOH,*O,dehydroxylation,0,-2.3126,0.0707,0.2217,-2.4636,-999.0,False,2
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,4,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,2
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,5,*OH,*HOH,protonation,-1,-1.1387,0.1379,-0.0596,-0.9412,-999.0,False,2
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,6,*HOH,*,product_desorption,0,0.4139,-0.0625,0.3611,-0.0097,-999.0,False,2
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.9949,-0.0984,-0.2717,2.1683,-999.0,False,3
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4518,0.1705,-0.1838,-0.0975,-999.0,False,3
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,2,*OOHOH,*OOH,dehydroxylation,0,-2.1482,0.0837,0.3199,-2.3845,-999.0,False,3
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,3,*OOH,*O,bond_dissociation,0,-2.3126,0.0707,0.2217,-2.4636,-999.0,False,3
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,4,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,3
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,5,*OH,*HOH,protonation,-1,-1.1387,0.1379,-0.0596,-0.9412,-999.0,False,3
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,6,*HOH,*,product_desorption,0,0.4139,-0.0625,0.3611,-0.0097,-999.0,False,3
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.9949,-0.0984,-0.2717,2.1683,-999.0,False,4
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4518,0.1705,-0.1838,-0.0975,-999.0,False,4
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,2,*OOHOH,*OOH,bond_dissociation,0,-2.1482,0.0837,0.3199,-2.3845,-999.0,False,4
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,3,*OOH,*O,dehydroxylation,0,-2.3126,0.0707,0.2217,-2.4636,-999.0,False,4
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,4,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,4
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,5,*OH,*HOH,protonation,-1,-1.1387,0.1379,-0.0596,-0.9412,-999.0,False,4
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,6,*HOH,*,product_desorption,0,0.4139,-0.0625,0.3611,-0.0097,-999.0,False,4
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.9949,-0.0984,-0.2717,2.1683,-999.0,False,5
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4518,0.1705,-0.1838,-0.0975,-999.0,False,5
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,2,*OOHOH,*OOH,bond_dissociation,0,-2.1482,0.0837,0.3199,-2.3845,-999.0,False,5
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,3,*OOH,*O,bond_dissociation,0,-2.3126,0.0707,0.2217,-2.4636,-999.0,False,5
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,4,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,5
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,5,*OH,*HOH,protonation,-1,-1.1387,0.1379,-0.0596,-0.9412,-999.0,False,5
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,6,*HOH,*,product_desorption,0,0.4139,-0.0625,0.3611,-0.0097,-999.0,False,5
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.9949,-0.0984,-0.2717,2.1683,-999.0,False,6
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,1,*OOOH,*HOOOH,protonation,-1,-0.4518,0.1705,-0.1838,-0.0974,-999.0,False,6
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,2,*HOOOH,*OOH,dehydroxylation,0,-2.1482,0.0837,0.32,-2.3845,-999.0,False,6
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,3,*OOH,*O,dehydroxylation,0,-2.3126,0.0707,0.2217,-2.4636,-999.0,False,6
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,4,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,6
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,5,*OH,*HOH,protonation,-1,-1.1387,0.1379,-0.0596,-0.9412,-999.0,False,6
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,6,*HOH,*,product_desorption,0,0.4139,-0.0625,0.3611,-0.0097,-999.0,False,6
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.9949,-0.0984,-0.2717,2.1683,-999.0,False,7
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,1,*OOOH,*HOOOH,protonation,-1,-0.4518,0.1705,-0.1838,-0.0974,-999.0,False,7
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,2,*HOOOH,*OOH,dehydroxylation,0,-2.1482,0.0837,0.32,-2.3845,-999.0,False,7
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,3,*OOH,*O,bond_dissociation,0,-2.3126,0.0707,0.2217,-2.4636,-999.0,False,7
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,4,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,7
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,5,*OH,*HOH,protonation,-1,-1.1387,0.1379,-0.0596,-0.9412,-999.0,False,7
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,6,*HOH,*,product_desorption,0,0.4139,-0.0625,0.3611,-0.0097,-999.0,False,7
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.9949,-0.0984,-0.2717,2.1683,-999.0,False,8
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,1,*OOOH,*HOOOH,protonation,-1,-0.4518,0.1705,-0.1838,-0.0974,-999.0,False,8
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,2,*HOOOH,*OOH,bond_dissociation,0,-2.1482,0.0837,0.32,-2.3845,-999.0,False,8
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,3,*OOH,*O,dehydroxylation,0,-2.3126,0.0707,0.2217,-2.4636,-999.0,False,8
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,4,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,8
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,5,*OH,*HOH,protonation,-1,-1.1387,0.1379,-0.0596,-0.9412,-999.0,False,8
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,6,*HOH,*,product_desorption,0,0.4139,-0.0625,0.3611,-0.0097,-999.0,False,8
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.9949,-0.0984,-0.2717,2.1683,-999.0,False,9
deepseek-v3,10766649,Pt(111)_ORR,*OO → *OOOH → *HOOOH → *OOH → *O → *OH → *HOH → *,False,1,*OOOH,*HOOOH,protonation,-1,-0.4518,0.1705,-0.1838,-0.0974,-999.0,False,9
